path,bytes,sha256
.gitignore,175,9b8f3379a51836883b0dc43a1f6d1f578b63ed802cf91b89a4a8649ef641f6e2
anchor_safe_selector/__init__.py,19,7abf2ef84065cec1f664fe0f584bc07f9b763747855a5f7d8da998d868891cde
anchor_safe_selector/pipeline.py,34286,c435046d8fda994d8d1f7d645f034fd8fd38042858735c5ee85bf594f014d98f
assets/model_assets.csv,1849,c57e7d380cf7cf569229e166590963aae966b924573969c8dabbbae9e77156d4
assets/README.md,147,2dc0ed7364988fc592509e89bbde44c364b5a87e74b16f8535565bbcc9d3dc26
CITATION.cff,241,ee0eaa88efdbe404492a0c379b69d1c225857c182c0f74b23f8337ca87adc2ea
configs/__init__.py,19,7abf2ef84065cec1f664fe0f584bc07f9b763747855a5f7d8da998d868891cde
configs/main_cfg.py,9169,1aa40d3fd5f17227d5c1a31d9f685608cdad95dac155b5852506ba2980e6e1a9
configs/methods/__init__.py,19,7abf2ef84065cec1f664fe0f584bc07f9b763747855a5f7d8da998d868891cde
configs/methods/anchor_safe_selector_cfg.py,3355,8e4516dfbbc8f7fcadc9fe4d80f5e0e65337cf6927cebfa4f87d97091caf3e0a
configs/methods/candidate_space_cfg.py,3426,f305887d47a1e673dd13aacd47133d3dc60939bdac1985b86be7732d58ae1636
configs/methods/main_evaluation_cfg.py,5518,6128fd9559f24fe136dafb889ff8a5d280edd52538ec18021dd6d7e13c767b59
configs/methods/main_experiments_cfg.py,5540,6bd37d547240749acf5928b647af29228dd84ddb0ac07e4abb7e7d36c15d0cec
configs/methods/medet_cfg.py,2393,67c270f57d1b5beaab8f67f428c836a035883399dded4f79d06d6b0ec24ddaf8
configs/methods/meta_nas_lite_cfg.py,1528,3bd98a2038a0274b5746d4ae49aa9477d731925472d82d0ccb9d4639f0c0f9f7
configs/methods/ours_ablation_cfg.py,319,3714bec4ac17ae5876bf904872eeb0fb76af58eaa36ae43e427f2b1463cfba03
configs/methods/ours_cfg.py,5468,6ec5d14fba3a9bde3f3c3cd5bac70b26e5dc3973218a593694301fb779236a8f
configs/methods/pretrain_ft_cfg.py,3974,99161470028f92c8090f03e3195b93115ab5d4e0d6a059fdb2fc1f9c535a6dd0
configs/methods/robustness_experiments_cfg.py,3092,495df41bdda40667fe960bc63bac5a0f98dd70a4b8c20e9ef9aa34ab47cb2f03
configs/methods/shared_evaluation_cfg.py,4543,556d2c8f688f3f1059761f1b0d36ca76e33d19521d54b822743a7ef8489e8b66
configs/methods/source_prior_bank_cfg.py,3489,c6863bcfc7c71eafcc354ab63f04764465ffd75509f6707c15e71e9b27bf4a5c
configs/methods/supplementary_experiments_cfg.py,3461,c3e4eaa7d98a1f754221bea521111a726844f4c7d96ae4071c0d310a86e452d2
configs/methods/target_profile_cfg.py,2346,2601dd8aa66fcaa4f4792e51ddcb066be6078894d271287a60a409d7a4548f29
configs/methods/zerocost_nas_cfg.py,1307,15702cbc6b6dd847dcb65233a339b80e8396db7ab8be8289b83ba699b1f70b61
COPY_MAP.csv,12902,8075fd623c37c60f0ac2be849259b758062b90af40e6b0d716ec055723e95882
core/__init__.py,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
core/config.py,7881,d172d1cfeeeebc18d7d0c9af9e5742bea494d081e1c2810d6b017e4c16432deb
core/data/__init__.py,19,7abf2ef84065cec1f664fe0f584bc07f9b763747855a5f7d8da998d868891cde
core/data/center_api.py,17512,a83b9d758f2520560132020b9b1b617609b9898aefc6df4f1be73e66d1cc5cdb
core/data/sim.py,13191,930fa8ebe34a442d53af16a054955580f2d0c41ef2514a3cfd125b0e6905883d
core/data/v2_pools.py,2733,1cec7ed3af586014d830931c2e6187de129ff8be30fb74cce7f631eadf06dfcb
core/methods/__init__.py,19,7abf2ef84065cec1f664fe0f584bc07f9b763747855a5f7d8da998d868891cde
core/methods/ours/__init__.py,19,7abf2ef84065cec1f664fe0f584bc07f9b763747855a5f7d8da998d868891cde
core/methods/ours/adapt.py,11299,b68d30521e9e6d7a553f0e5e8e5f440940b9d9876b27b1eac8c44bd7dcd6c0a6
core/methods/ours/c23_mode_selector.py,5922,ae378e442ee628449c7e137281790ba690c6e431b415bcb8ad144a6e782185f8
core/methods/ours/c2_adapt.py,4548,24478aeaa26125932d8446bdbb40df8664c73710b50ef50429dccc2eec5f3075
core/methods/ours/condition.py,13074,599dd7d8265ac8e02502a082bd54fa939a74fe82a9bd923a57078c710837ccc2
core/methods/ours/paper_engine.py,84875,86f57c674c78e1ed32eab0784df548977026014644c4d4a98cadf7a01e7c4ab3
core/methods/ours/paper_modules.py,14621,f51d5a894730e792b7b9bafe57d5925412ede0a473339a59a0ccf56c1ec0b715
core/methods/ours/prior_response_profile.py,16083,92633fd7107af18d25b39c5a7939fb7722b5d11845f74dc78e17e2fe0b822529
core/methods/ours/source_prior.py,17174,eed18ce554ad1ff58b162281fcf52e6b42c49eafb223aee59c8fa3bf0e937347
core/methods/ours/stage2_runtime.py,3351,38e3e7f043c0895f4e688f64e7f6106eb1b07cca36a30081ff4ccca31d4091ed
core/methods/ours/stage2_v4_c23.py,5701,3667e27d71d6c82bb62a815c7f11f7ee380791d3498452ce59c7672335710fde
core/methods/ours/weight_bank.py,11935,d18a2ac4e42dc776a08ba7820cfc0addd2b7c93127162108d76c378102c942ed
core/space/__init__.py,342,1109e2a58e25136c348845e4b66a8d98bfeceeebb1b23a3c8a57e33431306a86
core/space/enumerator.py,2473,d7509947a2534e23f37cf9150276eb32886fb975275268ee390c217ab3d793ee
core/space/models.py,5729,a6c73ffac8a0ccad3232f7ea8e75afccc6f0bb7ae5356ba0a02545c67d6e1017
core/space/profile.py,7084,d7abbbcebe5c4dde274aa193c20bdfc733c07b7efb16b00c00566c4aff154db3
core/space/types.py,1928,364016db8428ec5b3004bc290349ffef226feb4a0d776064415ed8f19f7e5e37
core/utils/__init__.py,19,7abf2ef84065cec1f664fe0f584bc07f9b763747855a5f7d8da998d868891cde
core/utils/metrics.py,9275,e7ed8db5fb695f590735d64f93e14b1f99699ff7b212be0394424e2c7cc12b8d
core/utils/timer.py,2400,51085f2120156f621dc87a3961e66d85833eca420b202ca024fafbfa3518f2d0
data/alibaba2018/README.md,114,b4c4e53244dc3242fdaaf32a41b7a36255100802ef893345a50d7a0513812aa9
data/README.md,95,7c9b800452755f2a506c92dcaca06b3aeae7bb75acc81ed114ca08600c147852
data/synthetic/split_manifest.json,330,b0ffbb7a618babd027443b24f42e0a4dc2a2786c9f56a8843788862b0814caf7
docs/DATA_AVAILABILITY.md,274,0a9b3bee5b8c68ad655284035e92a9336719ba166faf267a10251d37ddbac146
docs/METHOD.md,503,1e26a15900ed62065a9981b1e5fdfecc70191e47dfbb77daba8d202b68cfb5fb
docs/PAPER_RESULT_MAPPING.md,614,c2234d8ae44e5cac15f5965276a08c4b394aeee76e7cf82731ff75626a11dfcd
docs/REPRODUCIBILITY.md,273,a0c69c168d7b06e920013089f10fe4401a286271c69bf2024e5cddc22baffb68
environment.yml,222,8222c8d7ee26ad69a95500c51ad6c1316fff572d22461dc8eddf33ebe59fb985
experiments/__init__.py,19,7abf2ef84065cec1f664fe0f584bc07f9b763747855a5f7d8da998d868891cde
experiments/main/__init__.py,19,7abf2ef84065cec1f664fe0f584bc07f9b763747855a5f7d8da998d868891cde
experiments/main/audit.py,5155,9cb05beea37f04cba60ff431b3b8b0965ed885b51d1acaf07f95ad1565f2cc25
experiments/main/pipeline.py,48544,a713103bee394767e095d07c3a9722f22a56583a701226c7535518964631c0af
experiments/main/real_trace.py,27832,cdbbfb39a09aafef6fcd6d1a3a3a887573f6b4c60c8972763688aac98e5f649e
experiments/main/reporting.py,24401,a4ceeb9d4e0e4f167e6772315f718137362f38472ea8910382cbf15a4aa17d1d
experiments/robustness/__init__.py,19,7abf2ef84065cec1f664fe0f584bc07f9b763747855a5f7d8da998d868891cde
experiments/robustness/audit.py,3049,4c5b379181a61449d37acbc4736f829bfd768df3c922089eb1d133ce4f87f6be
experiments/robustness/pipeline.py,36346,6fb6130da5f2c54cae246c9f590fcd531f5ea44023fabc4de9264f6d7e593807
experiments/robustness/reporting.py,8895,6cf7a42347ba958ce3c4f654c292210c77b2d4e14652733e68fe9e27cd6fc534
experiments/supplementary/__init__.py,19,7abf2ef84065cec1f664fe0f584bc07f9b763747855a5f7d8da998d868891cde
experiments/supplementary/pipeline.py,84873,7151457c1ad059d26f4b0d92a92f9f0058b2d5946ef894540656802825ad5826
LICENSE,501,572798ee2f809e16c805892a397ed10d345d801767f652f683ab582dbeffcb0f
main_evaluation/__init__.py,19,7abf2ef84065cec1f664fe0f584bc07f9b763747855a5f7d8da998d868891cde
main_evaluation/pipeline.py,49976,9b9426d4ac34954cecea42773f5b84bd04185cc7cbf72527beaa9c2a8309aa31
README.md,2653,ad3bfa49038f8d20eb91c135af24c48d10d5c6e27e6fe1be566832e47f05164a
reporting/__init__.py,56,f3931ca97195874d18f5ea435191b05f8c1eec94bb41c5bf363d92ca77d0c1bb
reporting/reporting.py,61697,bbffe7cc7672a2379cf1a62410c7d1fa98dfac094f166bfb7d820c60f1b65f5c
requirements.txt,70,5fefb75d47efd18df5711b74429012c44b77794f53005c76f90c703f606248e3
RESTRUCTURE_REPORT.json,338,af9300be1056d0f32ab7d566adde71ddf0d66984e6ba69242e630a7e4d6b01ce
results/audited_provenance/anchor_safe_selector_manifest.json,426917,88505782e3b0cf7238394a380255e900d75715ccc762e6ba3041a742a7b49111
results/audited_provenance/main_evaluation_analysis.json,11777,3eb1dd91779eed091a09a3ddeca85a6e43ec54e6b4dc0fa84bbcfc314fb72d50
results/audited_provenance/main_evaluation_audit.json,10270,b0cf92ebc74f22235d956cf6874db4e8a88f5781b5f25767af23f9ae7882387e
results/audited_provenance/main_experiments_audit.json,7852,572c47ca14ba248487abc341d26afc440b531ddb1230af2df660b12b3d242b49
results/audited_provenance/robustness_experiments_audit.json,3639,af311022a3ceb840d4a72e245fed9d63e635da33be735c70c41c5eb111b8225d
results/audited_provenance/source_prior_bank_manifest.json,8644,4b71e6affe3093a6a012afeea2e38000ca9ab9ae1e6991f92826bee6c9dccb2f
results/audited_provenance/supplementary_experiments_audit.json,997,2e58777fd44c3e2ff9d6f2d846d892eeb3dcd7dc037599c09e102cabe8eadc77
results/figure_data/table1_experimental_configuration.csv,640,ce51a42b2a2212b82ce7fa5d0cc6c08abcdbc6e4ebfdeb846d9a5d377a8bcbed
results/figure_data/table2_baseline_fairness.csv,587,970202f403e146875280196712e65ca9bc70b2e1a107492e125fcdcd95bfe8d3
results/figure_data/table3_overall_comparison.csv,462,c1bcb6d9a6508cc93cd0670e971bdd17e4ac9d41c4a82f719f0a09fa41c808c2
results/figure_data/table4_component_ablation.csv,410,2a910569b40f9d53399d7c411d322d43fa8ebdc2bb5ed3e910ec63bd44e3b203
results/figure_data/table5a_selection_mechanism.csv,390,252e85c21d68ca02bd09cbb4dac7143f3d5769c2aca6fd450f0579ac249d0516
results/figure_data/table5b_online_cost.csv,392,85e4c95f50fff00eecc9e8ad2705d3eada57b48ebd773d670cfe2b31d55c1d60
results/figure_data/table6_generalization.csv,340,7136697f74840d2b80e5460324f938c89b60af38b0fe5711c0dc4fbc5978bb4c
results/figure_data/tableS1_robustness_details.csv,485,8974b3bd2ed7cdfdbae4bf64396dc476aad5936b20f46695099614f719ddd382
results/figure_data/tableS2_controlled_source_scale.csv,268,ce4928a2ef4de59ff0c7924d2ebfcc76215eccb94b400211f9bee029ebfda4a1
results/figure_data/tableS3_source_bank_seed.csv,193,7ffa28a5f739e8466e4f59c3a160412ea05404393c6cc475a0ed621e56fb9b19
results/figure_data/tableS4_bank_size.csv,256,04c273edb89578726571dfc30b0fab33e959fe20d5ba0379a7fb44d8f589b3a6
results/figure_data/tableS5_oracle_diagnostics.csv,196,3a00b57a6f30a4471ac36c54423720857c0aca5692836f0130473f5121210b43
results/figure_data/tableS6_alibaba_semi_real.csv,245,f359191c43ace927d9c607e0b00cf7e7db6957bca6daa1220d03382cae0b80fd
results/figure_data/tableS7_architecture_coverage.csv,542,a723543a3a6a01125d27920b843ebeab02d8a2341f67de7366904d8347271aa8
results/figure_data/tableS8_safety_across_pools.csv,403,d695605be78aefa38ec2617dd61ac6b0ed62c62e773191c209b85cb0b32be48b
results/main/alibaba_semi_real.csv,248,76a1d833a439a36b043b913658408b8f20a37a381444abce9ecb4f5fa76d1cde
results/main/bank_size.csv,472,2e1e09c8e013698dc0289f7ce15efe2885b84ce2a1a55adfbe6535a14efa79b0
results/main/baseline_fairness.csv,624,4ef8817b27afe4cdb7facb728c53faad636dce471ec588a331ba4e449d51653c
results/main/budget_robustness.csv,112,0429d1069530a741ecc79d022454b7cd53ecef21dd9260be638aea4760b5ecf5
results/main/center_type_robustness.csv,100,a829685a678a9e58d5504d70ef6a4168bb5f7a543dae7028ee0559836037b0cf
results/main/component_ablation.csv,726,7ef9300437dc50b5a72d239b4be80fb08f42004b09e8bcbe389510fa21cf571c
results/main/horizon_support_robustness.csv,162,aa4a173799d468d46f7ce8ff79658b71983c2a8f7a4bbe17da52cd4136d34615
results/main/mechanism_and_cost.csv,747,2f3a7bd39fd533a394baa80103bbfea45c284b90cc62064a8d971194ab3b193f
results/main/oracle_diagnostics.csv,236,cee888a653fd2e36bd5e54a8300bc3aca2a76d6838cdf0525cda573d674ed047
results/main/overall_comparison.csv,1054,e46537eaf4d661a842416dab60d15db9449df8a1e4b3797bb17cc392e64053ca
results/main/resource_constraint_ablation.csv,301,c18499d93c6c7f89c8273db5af9cd7ab496dca28a9350c6bbe7e9a697244b0c1
results/robustness/alibaba_oracle_diagnostics.csv,394,4cf24e7f17de3c67469f9b965aa645df7802c0f35b0642c55aacf36599071800
results/robustness/architecture_coverage.csv,3030,33cfdf38b61cc1b601f2ac53db21207d24a0b1d8f9bdf9094dce10c4028a653d
results/robustness/controlled_source_scale.csv,710,9d56f48db945f4f61cd0765d607b59e1d762a3c9fafaf024d75b7797c1be5121
results/robustness/source_bank_seed.csv,611,e25400a64300c48451d0b4e85a2630edb9379ef3fcf2be1bb1e087a9694afd59
results/supplementary/adaptation_trajectory_candidates.csv,499261,e709a03f1ec27e94fb17951fd67f882beeed6fd47e1351687fb3c09443782a31
results/supplementary/adaptation_trajectory_case_stability.csv,7561,62fb2b3dfc88ea3b8a25fe67aa9072b2a518809cb769b1a2b2890c6d51ae7bc6
results/supplementary/adaptation_trajectory_summary.csv,1181,310546568451bdd45ec86807117c9ebde9e00c899b1697b4b7d6a933d9348276
results/supplementary/adaptation_trajectory_summary.json,3920,fba22f23d9aecfb1e9ad8643049963f40ca7f4cef5025b7b49c312c093c3e5df
results/supplementary/anchor_risk.json,62801,51966c6d63e601685d24943679bed7bdb0dbe02c19abdd85588682efa06efbec
results/supplementary/anchor_risk_cases.csv,16015,5b36d7ad2822aa54bb60d2342ed5fe2a066aaa57a2d252b8a4d60e2d0be69375
results/supplementary/anchor_risk_summary.csv,758,6bc12aad5848f20072c5def37a08f1c19e06e6aeafc9035463f15e509245b0c7
results/supplementary/optimizer_matched_control_cases.csv,59922,04ca00c3a4a353a7f335f8c4593ad54af1cc5a1fa572583c904ce961f83b95a7
results/supplementary/optimizer_matched_control_summary.csv,792,229dcdfcf0847d5593c6cddb8eb8adca82ea65c7fef60f427c17f04015ec29f1
results/supplementary/optimizer_matched_control_summary.json,3320,71a383e4b8c47165bf18aef834e0248d0713b9137a09ce6645059fd7d09d90e7
results/supplementary/repeated_runtime_raw.csv,301534,7e6860c44bb31ef2b0def1d251d14eae9b5fc17bbff36ab8918c926dd5b09047
results/supplementary/repeated_runtime_repeat_means.csv,1990,a8f6b308c313b9666f8856ee4eb6dbf22f10359570076c0abecb354dc1f83b4f
results/supplementary/repeated_runtime_summary.csv,1407,41f5e1e3cf4b72d5262c4b7af6161a091bcfaeb2f3ba044dc5415128afb26d0b
results/supplementary/repeated_runtime_summary.json,3959,8197aa98766b8668a5822677bc862c64122e251d097f091ddc5eaf3d15528136
scripts/analyze_anchor_risk.py,544,ea1119085d80696b7694cacf733bab67d624052ec0b3db57b7c61a32657f4c9e
scripts/analyze_anchor_safe_selector.py,661,ea5fb578f31dae9d769fc9e86a00ee32791d8fec863f5cd519fed1df7a33d72c
scripts/analyze_architecture_coverage.py,363,43201ba1be1a974b4dc3365638b82c79e2041eee27b12be701ab60c9d5e1da84
scripts/analyze_main_evaluation.py,667,af350c2f0c538275e1957e960141cefa106743d0d41ddc681469ac4c9dcf6425
scripts/analyze_source_prior_bank.py,634,f4b37a974a88bb4863d413a408ffec6fe00918fd96823376c4758b04d9ebfd05
scripts/audit_anchor_safe_selector.py,824,da441499dd03da1f1b4f17fc4d3c2f86005344d5b1b197c77871e4fff7ecc0dc
scripts/audit_main_evaluation.py,742,ea8853e5ffeb445ab33b886df00d6fc6de04f4bdc762defc0b3eb4f45084f711
scripts/audit_main_experiments.py,556,d784bdeccbb24fe70303e31afb484343b7fb2f5e492507c266f4c519369a76ca
scripts/audit_robustness_experiments.py,326,25bcd8570193d6804c5b8aa79934148c31fd1d6357764f281ed48850a80aad08
scripts/audit_source_prior_bank.py,946,797477f59417562e6620a3aecc4c64c50084a4e6a83d0a9680657a479ad8b4f1
scripts/audit_supplementary_experiments.py,596,22f110516e605d46b61b2994f0bdab60dcc7cb5bd9df962c27ce1ddce0f8d2a5
scripts/build_controlled_source_scale_banks.py,554,0e55760a5a764498f68fb6279b3db40717f8f5aec7cae32355a40d167ba6b521
scripts/build_source_prior_bank.py,1150,09897d3c8744f366a5be9e85ed345d886eae8931912328c6adef6a40e2776136
scripts/build_source_scale_banks.py,696,631b870de1597a45bebc9dbdbef479fc0cf0952817a69268be400413d5b379a2
scripts/build_source_seed_banks.py,624,9bcfebf4810125ed508f986e5801f55a549cdbfcb0f5cdf885d360eab29de82a
scripts/calibrate_anchor_safe_selector.py,612,f70825f0795a9d3dd3a79ed182efdf33c46c17db389fd64183e0495aa74068ce
scripts/generate_main_report.py,516,96fd1af7292a6d21417bcaff1b6f79d96daf6b8f7caac01c28d99aa0f14514c7
scripts/generate_paper_outputs.ps1,346,4ce7c8c2e5ddf72abdd824433a0257e646694ab3e711ce7c88548539249d1099
scripts/generate_paper_outputs.py,680,723055fe273e143bf5108145f6c32056b4cc8c4301478ae8c8c98e3dcb15b3fd
scripts/generate_robustness_report.py,350,5c7ab64beb9b0906b84048606c56f134536dfb7891e7c29b459603d6ba31d493
scripts/generate_supplementary_report.py,524,43ac9a4625c59af6d6a86f2ecd4d6d8726970815e50157c75e190a3af2620994
scripts/preflight_anchor_safe_selector.py,527,571aad020f6110fa1832016c4d1227918f8022e867582488146a90103079ca04
scripts/preflight_main_evaluation.py,936,aac565e90c3689f71de8a05559b8776b86b8c7bf645d3cb12f9d95ad98b0e820
scripts/preflight_main_experiments.py,553,470f42392592cca8d14adfbe7e0f0bab7aa1263d1478a493462894c5fde0b3b9
scripts/preflight_robustness_experiments.py,337,3407887805fb239edcceca672ce737de01cd4fbb08a07a63d1517066bbbf496f
scripts/preflight_source_prior_bank.py,649,bc8d7a97a59e4cddeef43ba975514a931ab02920bea1ee67ae3c26c20d19b634
scripts/preflight_supplementary_experiments.py,7730,f858cf37c20307c107606a64ed2d88edcbc5e69afadbb1fdae58acf7723e5777
scripts/prepare_alibaba2018_trace.py,619,91ba36d2ce59f9a85dc86b82c3efc5aa76829219a41bde412d3de59dbab1e912
scripts/run_adaptation_trajectory.py,960,bd8bd377177b5db2ad29d4da3aea8ec1a01c7dea7ae05955cc6bc9ca1829a31e
scripts/run_alibaba2018_evaluation.py,812,e349b6a078549a4c0b0e43f43e4a0c9ecea46e81ba2e99cd9a70463d2eb25516
scripts/run_component_ablation.py,674,0299ca083219ff3451ff5ad956ea5517cccc27af3876506f47eab00076abd624
scripts/run_controlled_source_scale.py,612,23597c1b68e3aca78077e2e4e5a4bdec7fc0d6f056f15766d2ffd5b54a8fe7fc
scripts/run_main_evaluation.ps1,349,48a75250879a1eb5908e26036f66c53e2cc63f841179d89d49d73b6a9d556df9
scripts/run_main_evaluation_method.py,1253,f8c51d39fca57873f633744f8aa080a61c1716344a5489301feba3f535006f12
scripts/run_main_experiments.ps1,350,abb83fbc7779d137b59c86ec728532cf592cde6a7f23768ed1c509ab4c7e59c7
scripts/run_optimizer_matched_control.py,848,3efb61d00de4e318bc9e4c2d5e464acb844025e4962883462b0fe7b582912569
scripts/run_real_trace_diagnostics.py,680,31af8282220bec1b54e3c0021ab98d5b7260439dbf22417645c53f08c7e3d581
scripts/run_repeated_runtime.py,913,b126eeb0c8e221d9f95f60284f3f8bbc9f8108d64b9afea1ce39ee44c276452a
scripts/run_robustness_experiments.ps1,356,95150d04e7e380308ac2a629e2738123bfe04ce0d6d0a08065e4a94de0039071
scripts/run_seed_reproducibility.py,678,efdd808de1afc52f12283bb4f7af43d7fed598a148cd598e85a91210a30fa235
scripts/run_selector_calibration.ps1,354,7975215fa5c9c9620f3d7e309b6b94e85473542e9de4358a057d4cdbf4c96943
scripts/run_selector_candidate_pool.py,991,d19b6a3997b724bb26c01e3bc0129fbff8ea4b55f267f92f28af0908b2f6bb18
scripts/run_source_prior_bank.ps1,351,32ee471819b2159b3b72d3bb490086cb5ab2d410f8d9c4c105d98843820d9456
scripts/run_source_prior_holdout.py,1297,d6e47c51a16d1f75407b8b631a22aded575c03962f4c46708addb1f24298c18f
scripts/run_source_scale_evaluation.py,754,7516a8e2a88327395412157c4571b324ed2a6376ad700d7beef383621d472d63
scripts/run_source_seed_evaluation.py,588,6be20bfaa302b4e7be82f15655588bdcf63b0b413eb27602eed82da4cce36557
scripts/run_supplementary_experiments.ps1,359,e85d3071720acbc10c7e242308e8033e2195ed0cbea20ed827f2e30b423d0e63
scripts/verify_repository.py,1038,df2f45042a70584b71c2baa0dc11908247fed575358493fb2faee348b595a20f
shared/__init__.py,19,7abf2ef84065cec1f664fe0f584bc07f9b763747855a5f7d8da998d868891cde
shared/data_access.py,2988,a4efb6672b34fc14e0b64de1fe39a3761774b783d9c9c82155f31a28cff7d14c
shared/evaluation/__init__.py,19,7abf2ef84065cec1f664fe0f584bc07f9b763747855a5f7d8da998d868891cde
shared/evaluation/common.py,14787,12b9add3eadb06fde7e27c248554c6feb2918773e873f583b2ae153c78727f1b
source_prior_bank/__init__.py,19,7abf2ef84065cec1f664fe0f584bc07f9b763747855a5f7d8da998d868891cde
source_prior_bank/pipeline.py,47922,03776ab0b4ac40dab528c701596cc3ddad90a930decd9e777addbadef1b88729
